Periode_laporan,org,sector,kategory_ub,saluran_umpan_balik,status,Kabupaten/kota,Kecamatan,Desa/posko/huntara,LAT,LON
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Sindue,,-0.5653651,119.851289
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Sindue,,-0.5653651,119.851289
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Sindue,,-0.5653651,119.851289
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Sindue,,-0.5653651,119.851289
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Telepon/Hotline,Selesai,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Telepon/Hotline,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Sindue,,-0.5653651,119.851289
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Telepon/Hotline,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Telepon/Hotline,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Pertanyaan,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Kotak Saran,Selesai,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Telepon/Hotline,Proses,Donggala,Labuan,,-0.6088944,119.907215
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Telepon/Hotline,Proses,Donggala,Tanantovea,,-0.7137036,119.962353
Jan/19,STC,Bantuan Tunai,Informasi/laporan,Helpdesk,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Helpdesk,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Helpdesk,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Bantuan Tunai,Permintaan Bantuan,Kotak Saran,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Jan/19,STC,Kesehatan & Nutrisi,Informasi/laporan,Kotak Saran,Selesai,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Bantuan Tunai,Ucapan Terima Kasih,Helpdesk,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Selesai,Donggala,Banawa,,-0.7373055,119.755588
Jan/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Selesai,Palu,Palu Utara,,-0.779454,119.88413
Jan/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Selesai,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Jan/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Selesai,Palu,Tawaeli,,-0.6913922,119.892291
Feb/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Proses,Donggala,Banawa,,-0.7373055,119.755588
Feb/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Proses,Donggala,Banawa,,-0.7373055,119.755588
Feb/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Proses,Palu,Palu Selatan,,-0.9259374,119.903584
Feb/19,STC,Pendidikan,Permintaan Bantuan,Telepon/Hotline,Proses,Donggala,Banawa,,-0.7373055,119.755588
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
Apr/19,STC,Pendidikan,Ucapan Terima Kasih,Kotak Saran,Selesai,Palu,Palu Timur,,-0.8959228,119.876159
